ave_marg_damages_isrm_LePeule,node,fuel,longitude,unit,tech,status,zone,latitude,Generation (MWh) Unadjusted,Generation (MWh),aq_costs,Specification
133.6953449,6,Oil,-72.0833,Existing Oil 156,Oil,Existing,CT,41.5256,38,190,11594.99494,MO X5
133.6953449,6,Oil,-73.3928,Existing Oil 158,Oil,Existing,CT,41.1117,112.4649091,562.3245454,34266.69796,MO X5
133.6953449,1,Oil,-70.2544,Existing Oil 16,Oil,Existing,ME,43.6436,791.2695027,3956.347513,256947.4341,MO X5
44.16033273,1,Oil,-70.1567,Existing Oil 17,Oil,Existing,ME,43.7508,38747.62727,356526.3476,7319468.936,MO X5
133.6953449,6,Oil,-72.768611,Existing Oil 172,Oil,Existing,CT,41.691389,19,95,5797.497472,MO X5
133.6953449,6,Oil,-72.756389,Existing Oil 179,Oil,Existing,CT,41.483611,55.1,275.5,16812.74267,MO X5
133.6953449,8,Oil,-71.3983,Existing Oil 18,Oil,Existing,SEMA,42.2672,85.2,7242,383158.1998,MO X5
133.6953449,6,Oil,-72.093611,Existing Oil 181,Oil,Existing,CT,41.542778,187.2,936,56782.66153,MO X5
133.6953449,8,Oil,-71.436065,Existing Oil 182,Oil,Existing,SEMA,42.297949,4,340,17988.64788,MO X5
151.8447747,6,Oil,-73.5989,Existing Oil 2,Oil,Existing,CT,41.0289,1622.454934,8112.274668,532219.6023,MO X5
440.3672816,8,Oil,-71.446441,Existing Oil 23,Oil,Existing,SEMA,42.140028,200.2751337,1001.375668,174508.0222,MO X5
133.6953449,8,Oil,-70.608273,Existing Oil 26,Oil,Existing,SEMA,41.425786,16.2,1377,72854.0239,MO X5
7.809595005,8,Oil,-70.5097,Existing Oil 27,Oil,Existing,SEMA,41.7694,42733.90196,712101.656,2422075.096,MO X5
21.94525142,6,Oil,-73.108976,Existing Oil 3,Oil,Existing,CT,41.209797,11910.62725,155710.1871,1612480.246,MO X5
133.6953449,8,Oil,-71.1931,Existing Oil 30,Oil,Existing,SEMA,41.7103,3069.715183,42015.24257,2225605.916,MO X5
92.97915266,4,Oil,-73.2058,Existing Oil 31,Oil,Existing,WCMA,42.4433,759.6,8862,353493.2794,MO X5
46.07783098,4,Oil,-73.235486,Existing Oil 35,Oil,Existing,WCMA,42.336215,935.9315168,9575.657584,200426.4748,MO X5
34.13986798,8,Oil,-70.9672,Existing Oil 37,Oil,Existing,SEMA,42.235,24.3,769.5,10611.66477,MO X5
131.7203012,6,Oil,-72.1019,Existing Oil 4,Oil,Existing,CT,41.4281,11159.75575,82465.4454,4838198.854,MO X5
133.6953449,8,Oil,-70.8697,Existing Oil 40,Oil,Existing,SEMA,42.6986,4.8,408,21586.37745,MO X5
133.6953449,2,Oil,-71.494398,Existing Oil 43,Oil,Existing,NH,44.595117,468,2340,151444.7507,MO X5
105.4654119,2,Oil,-71.4692,Existing Oil 45,Oil,Existing,NH,43.1411,1297.738663,12099.78635,568201.4518,MO X5
20.39510344,2,Oil,-70.7842,Existing Oil 47,Oil,Existing,NH,43.0978,1315.254035,16752.27018,163831.2493,MO X5
133.6953449,2,Oil,-71.2069,Existing Oil 48,Oil,Existing,NH,43.8478,479.5076916,2397.538458,155111.2387,MO X5
242.6216617,6,Oil,-72.041829,Existing Oil 5,Oil,Existing,CT,41.555425,203.5,1017.5,102601.326,MO X5
133.6953449,3,Oil,-72.4203,Existing Oil 50,Oil,Existing,VT,43.4011,369.6,1848,116471.8334,MO X5
133.6953449,3,Oil,-72.9923,Existing Oil 51,Oil,Existing,VT,43.603,369.6,1848,116471.8334,MO X5
133.6953449,3,Oil,-72.6027,Existing Oil 52,Oil,Existing,VT,44.251,1128.6,5643,350815.5992,MO X5
133.6953449,3,Oil,-73.1703,Existing Oil 53,Oil,Existing,VT,44.4906,504,2520,158825.2274,MO X5
133.6953449,3,Oil,-73.1164,Existing Oil 54,Oil,Existing,VT,44.4821,232,1160,74988.64958,MO X5
133.6953449,3,Oil,-72.055357,Existing Oil 55,Oil,Existing,VT,44.887379,81.2,406,26246.02735,MO X5
133.6953449,3,Oil,-73.2239,Existing Oil 56,Oil,Existing,VT,44.4814,702.0567621,3510.283811,219855.9919,MO X5
133.6953449,8,Oil,-70.620089,Existing Oil 57,Oil,Existing,SEMA,41.392486,10.8,918,48569.34927,MO X5
220.9678966,4,Oil,-72.5106,Existing Oil 58,Oil,Existing,WCMA,42.1978,11213.43689,56067.18444,5563991.984,MO X5
206.9482785,6,Oil,-73.116267,Existing Oil 6,Oil,Existing,CT,41.798943,239.8,1199,103126.43,MO X5
133.6953449,4,Oil,-71.7172,Existing Oil 60,Oil,Existing,WCMA,42.2747,364,1820,115100.4208,MO X5
49.37634365,6,Oil,-72.904323,Existing Oil 61,Oil,Existing,CT,41.283997,27384.08,290880.4,6435783.809,MO X5
133.6953449,8,Oil,-70.8583,Existing Oil 63,Oil,Existing,SEMA,42.5131,10.8,918,48569.34927,MO X5
133.6953449,3,Oil,-73.0631,Existing Oil 65,Oil,Existing,VT,43.7089,262.7123771,1313.561886,83988.92833,MO X5
133.6953449,4,Oil,-72.5911,Existing Oil 66,Oil,Existing,WCMA,42.1483,210.6,1053,66593.81492,MO X5
13.74748878,2,Oil,-70.790833,Existing Oil 67,Oil,Existing,NH,43.1,28927.72198,382600.515,2480018.763,MO X5
19.18844466,6,Oil,-72.579075,Existing Oil 7,Oil,Existing,CT,41.554944,25804.82829,331712.1414,3040497.278,MO X5
535.74911,8,Oil,-71.031407,Existing Oil 73,Oil,Existing,SEMA,42.339387,4.6666664,23.333332,4946.99574,MO X5
133.6953449,8,Oil,-70.962778,Existing Oil 82,Oil,Existing,SEMA,42.353333,104,8840,467704.8448,MO X5
133.6953449,1,Oil,-69.2019,Existing Oil 90,Oil,Existing,ME,44.3331,46,230,14947.61196,MO X5
133.6953449,7,Oil,-71.458415,Existing Oil 93,Oil,Existing,RI,41.744973,180,900,51271.37066,MO X5
151.8447747,6,Oil,-73.5989,Existing Oil 2,Oil,Existing,CT,41.0289,1495,7475,449173.7482,MO EM190 X5
133.6953449,6,Oil,-73.5564,Existing Oil 140,Oil,Existing,CT,41.0372,1337.496894,6687.484468,384341.2375,MO EM190 X5
133.6953449,6,Oil,-73.3928,Existing Oil 158,Oil,Existing,CT,41.1117,120,600,34375.81306,MO EM190 X5
21.94525142,6,Oil,-73.108976,Existing Oil 3,Oil,Existing,CT,41.209797,8403.763716,42018.81858,457085.1288,MO EM190 X5
133.6953449,6,Oil,-73.1075,Existing Oil 146,Oil,Existing,CT,41.2108,3872,19360,1077356.103,MO EM190 X5
49.37634365,6,Oil,-72.904323,Existing Oil 61,Oil,Existing,CT,41.283997,15616.68717,78083.43585,1683132.437,MO EM190 X5
72.79641688,6,Oil,-72.7942,Existing Oil 1,Oil,Existing,CT,41.2925,479.6,2398,76021.97322,MO EM190 X5
133.6953449,6,Oil,-72.02,Existing Oil 151,Oil,Existing,CT,41.3367,104,520,29792.37132,MO EM190 X5
133.6953449,6,Oil,-72.0411,Existing Oil 155,Oil,Existing,CT,41.3469,104,520,29792.37132,MO EM190 X5
133.6953449,6,Oil,-72.0825,Existing Oil 149,Oil,Existing,CT,41.362778,104,520,29792.37132,MO EM190 X5
133.6953449,8,Oil,-70.620089,Existing Oil 57,Oil,Existing,SEMA,41.392486,32.4,162,8571.061635,MO EM190 X5
133.6953449,8,Oil,-70.608273,Existing Oil 26,Oil,Existing,SEMA,41.425786,48.6,243,12856.59245,MO EM190 X5
131.7203012,6,Oil,-72.1019,Existing Oil 4,Oil,Existing,CT,41.4281,9620.1,48100.5,2707563.446,MO EM190 X5
133.6953449,6,Oil,-72.1022,Existing Oil 150,Oil,Existing,CT,41.4711,208,1040,59584.74263,MO EM190 X5
133.6953449,6,Oil,-72.756389,Existing Oil 179,Oil,Existing,CT,41.483611,58,290,16614.97631,MO EM190 X5
133.6953449,6,Oil,-72.0833,Existing Oil 156,Oil,Existing,CT,41.5256,40,200,11458.60435,MO EM190 X5
145.0566647,6,Oil,-72.064935,Existing Oil 14,Oil,Existing,CT,41.52679,247,1235,70893.75217,MO EM190 X5
133.6953449,6,Oil,-72.093611,Existing Oil 181,Oil,Existing,CT,41.542778,208,1040,59584.74263,MO EM190 X5
133.6953449,6,Oil,-72.576666,Existing Oil 145,Oil,Existing,CT,41.554444,3959.485908,19797.42954,1106893.635,MO EM190 X5
19.18844466,6,Oil,-72.579075,Existing Oil 7,Oil,Existing,CT,41.554944,16740.38127,83701.90633,803138.8186,MO EM190 X5
242.6216617,6,Oil,-72.041829,Existing Oil 5,Oil,Existing,CT,41.555425,148,740,71050.08638,MO EM190 X5
133.6953449,6,Oil,-72.2322,Existing Oil 154,Oil,Existing,CT,41.5683,104,520,29792.37132,MO EM190 X5
133.6953449,6,Oil,-72.1175,Existing Oil 153,Oil,Existing,CT,41.5694,104,520,29792.37132,MO EM190 X5
133.6953449,6,Oil,-71.9825,Existing Oil 152,Oil,Existing,CT,41.6041,52,260,14896.18566,MO EM190 X5
133.6953449,6,Oil,-72.768611,Existing Oil 172,Oil,Existing,CT,41.691389,20,100,5729.302176,MO EM190 X5
60.37583423,8,Coal,-71.1931,Existing Coal 29,Coal,Existing,SEMA,41.7103,9732.470695,48662.35347,1241317.521,MO EM190 X5
133.6953449,8,Oil,-71.1931,Existing Oil 30,Oil,Existing,SEMA,41.7103,564.310987,2821.554935,149282.23,MO EM190 X5
133.6953449,7,Oil,-71.458415,Existing Oil 93,Oil,Existing,RI,41.744973,100.4856325,502.4281625,26582.36264,MO EM190 X5
7.809595005,8,Oil,-70.5097,Existing Oil 27,Oil,Existing,SEMA,41.7694,56421.9091,282109.5455,1144845.426,MO EM190 X5
339.9972675,6,Oil,-73.120886,Existing Oil 10,Oil,Existing,CT,41.776109,174.4,872,117326.2606,MO EM190 X5
206.9482785,6,Oil,-73.116267,Existing Oil 6,Oil,Existing,CT,41.798943,174.4,872,71413.71412,MO EM190 X5
133.6953449,4,Oil,-72.5911,Existing Oil 66,Oil,Existing,WCMA,42.1483,162,810,46407.34763,MO EM190 X5
220.9678966,4,Oil,-72.5106,Existing Oil 58,Oil,Existing,WCMA,42.1978,5880.6,29403,2571130.636,MO EM190 X5
34.13986798,8,Oil,-70.9672,Existing Oil 37,Oil,Existing,SEMA,42.235,78.3,391.5,6481.41315,MO EM190 X5
133.6953449,8,Oil,-71.3983,Existing Oil 18,Oil,Existing,SEMA,42.2672,255.6,1278,67616.1529,MO EM190 X5
133.6953449,4,Oil,-71.7172,Existing Oil 60,Oil,Existing,WCMA,42.2747,280,1400,80210.23047,MO EM190 X5
133.6953449,8,Oil,-71.308111,Existing Oil 120,Oil,Existing,SEMA,42.293927,17.4,87,4602.977545,MO EM190 X5
133.6953449,8,Oil,-71.436065,Existing Oil 182,Oil,Existing,SEMA,42.297949,12,60,3174.467272,MO EM190 X5
46.07783098,4,Oil,-73.235486,Existing Oil 35,Oil,Existing,WCMA,42.336215,612,3060,67440.71107,MO EM190 X5
133.6953449,8,Oil,-71.0559,Existing Oil 105,Oil,Existing,SEMA,42.3436,12,60,3174.467272,MO EM190 X5
133.6953449,8,Oil,-70.962778,Existing Oil 82,Oil,Existing,SEMA,42.353333,312,1560,82536.14908,MO EM190 X5
92.97915266,4,Oil,-73.2058,Existing Oil 31,Oil,Existing,WCMA,42.4433,464.2,2321,93981.13384,MO EM190 X5
133.6953449,8,Oil,-70.8583,Existing Oil 63,Oil,Existing,SEMA,42.5131,32.4,162,8571.061635,MO EM190 X5
133.6953449,8,Oil,-70.8697,Existing Oil 40,Oil,Existing,SEMA,42.6986,14.4,72,3809.360727,MO EM190 X5
133.6953449,2,Oil,-71.87268,Existing Oil 113,Oil,Existing,NH,42.971653,46.2,231,13449.56449,MO EM190 X5
20.39510344,2,Coal,-70.7842,Existing Coal 46,Coal,Existing,NH,43.0978,3300,16500,160663.8988,MO EM190 X5
20.39510344,2,Oil,-70.7842,Existing Oil 47,Oil,Existing,NH,43.0978,975.2,4876,54955.59288,MO EM190 X5
13.74748878,2,Oil,-70.790833,Existing Oil 67,Oil,Existing,NH,43.1,24359.55789,121797.7895,890805.9358,MO EM190 X5
105.4654119,2,Coal,-71.4692,Existing Coal 44,Coal,Existing,NH,43.1411,8953.331491,44766.65746,2004365.194,MO EM190 X5
105.4654119,2,Oil,-71.4692,Existing Oil 45,Oil,Existing,NH,43.1411,818.4,4092,187942.7746,MO EM190 X5
133.6953449,3,Oil,-72.4203,Existing Oil 50,Oil,Existing,VT,43.4011,290.4,1452,84540.11964,MO EM190 X5
133.6953449,3,Oil,-72.9923,Existing Oil 51,Oil,Existing,VT,43.603,290.4,1452,84540.11964,MO EM190 X5
133.6953449,1,Oil,-70.2544,Existing Oil 16,Oil,Existing,ME,43.6436,770,3850,224159.4081,MO EM190 X5
133.6953449,2,Oil,-72.286735,Existing Oil 112,Oil,Existing,NH,43.701916,154,770,44831.88163,MO EM190 X5
133.6953449,3,Oil,-73.0631,Existing Oil 65,Oil,Existing,VT,43.7089,202.4,1012,58921.90157,MO EM190 X5
44.16033273,1,Oil,-70.1567,Existing Oil 17,Oil,Existing,ME,43.7508,25875.43714,129377.1857,2705415.656,MO EM190 X5
133.6953449,2,Oil,-71.6881,Existing Oil 116,Oil,Existing,NH,43.7644,61.6,308,17932.75265,MO EM190 X5
133.6953449,2,Oil,-71.2069,Existing Oil 48,Oil,Existing,NH,43.8478,409.2,2046,119124.714,MO EM190 X5
133.6953449,3,Oil,-72.6027,Existing Oil 52,Oil,Existing,VT,44.251,878.1519865,4390.759933,253716.4448,MO EM190 X5
133.6953449,1,Oil,-69.2019,Existing Oil 90,Oil,Existing,ME,44.3331,44,220,12809.10904,MO EM190 X5
133.6953449,3,Oil,-73.2239,Existing Oil 56,Oil,Existing,VT,44.4814,561,2805,163316.1402,MO EM190 X5
133.6953449,3,Oil,-73.1164,Existing Oil 54,Oil,Existing,VT,44.4821,176,880,51236.43614,MO EM190 X5
133.6953449,3,Oil,-73.1703,Existing Oil 53,Oil,Existing,VT,44.4906,396,1980,115281.9813,MO EM190 X5
133.6953449,2,Oil,-71.494398,Existing Oil 43,Oil,Existing,NH,44.595117,396,1980,115281.9813,MO EM190 X5
133.6953449,3,Oil,-72.055357,Existing Oil 55,Oil,Existing,VT,44.887379,61.6,308,17932.75265,MO EM190 X5
133.6953449,1,Oil,-67.0033,Existing Oil 15,Oil,Existing,ME,44.9136,44,220,12809.10904,MO EM190 X5
7.809595005,8,Oil,-70.5097,Existing Oil 27,Oil,Existing,SEMA,41.7694,63072.09001,795671.5653,2844770.651,MO OPOI X5
13.74748878,2,Oil,-70.790833,Existing Oil 67,Oil,Existing,NH,43.1,25953.20931,335526.3879,2192387.823,MO OPOI X5
19.18844466,6,Oil,-72.579075,Existing Oil 7,Oil,Existing,CT,41.554944,22256.55665,313970.7832,2839220.17,MO OPOI X5
20.39510344,2,Coal,-70.7842,Existing Coal 46,Coal,Existing,NH,43.0978,8699.109942,144995.5497,1369102.623,MO OPOI X5
20.39510344,2,Oil,-70.7842,Existing Oil 47,Oil,Existing,NH,43.0978,1102.4,15688,151286.8543,MO OPOI X5
21.94525142,6,Oil,-73.108976,Existing Oil 3,Oil,Existing,CT,41.209797,10532.05744,134282.2127,1368009.501,MO OPOI X5
34.13986798,8,Oil,-70.9672,Existing Oil 37,Oil,Existing,SEMA,42.235,59.4,945,13133.89556,MO OPOI X5
44.16033273,1,Oil,-70.1567,Existing Oil 17,Oil,Existing,ME,43.7508,36834.13847,359267.2653,7190279.894,MO OPOI X5
46.07783098,4,Oil,-73.235486,Existing Oil 35,Oil,Existing,WCMA,42.336215,876.2320815,9277.160407,189838.1588,MO OPOI X5
49.37634365,6,Oil,-72.904323,Existing Oil 61,Oil,Existing,CT,41.283997,24513.38737,276526.9369,5837795.823,MO OPOI X5
60.37583423,8,Coal,-71.1931,Existing Coal 29,Coal,Existing,SEMA,41.7103,87262.356,1018911.78,28143491.15,MO OPOI X5
72.79641688,6,Oil,-72.7942,Existing Oil 1,Oil,Existing,CT,41.2925,784.8,9156,282555.1848,MO OPOI X5
92.97915266,4,Oil,-73.2058,Existing Oil 31,Oil,Existing,WCMA,42.4433,738.5,8756.5,342981.8543,MO OPOI X5
105.4654119,2,Coal,-71.4692,Existing Coal 44,Coal,Existing,NH,43.1411,28254.79519,371617.9759,17741473.5,MO OPOI X5
105.4654119,2,Oil,-71.4692,Existing Oil 45,Oil,Existing,NH,43.1411,1115.755269,8535.197879,397795.5299,MO OPOI X5
131.7203012,6,Oil,-72.1019,Existing Oil 4,Oil,Existing,CT,41.4281,9053.124971,71932.29151,3966060.94,MO OPOI X5
133.6953449,8,Oil,-71.0559,Existing Oil 105,Oil,Existing,SEMA,42.3436,12,60,3320.641735,MO OPOI X5
133.6953449,2,Oil,-72.286735,Existing Oil 112,Oil,Existing,NH,43.701916,168,840,53846.66527,MO OPOI X5
133.6953449,2,Oil,-71.87268,Existing Oil 113,Oil,Existing,NH,42.971653,50.4,252,16153.99958,MO OPOI X5
133.6953449,2,Oil,-71.6881,Existing Oil 116,Oil,Existing,NH,43.7644,67.2,336,21538.66611,MO OPOI X5
133.6953449,8,Oil,-71.308111,Existing Oil 120,Oil,Existing,SEMA,42.293927,17.4,87,4814.930516,MO OPOI X5
133.6953449,6,Oil,-73.5564,Existing Oil 140,Oil,Existing,CT,41.0372,1052.8,5498.666654,316571.0347,MO OPOI X5
133.6953449,6,Oil,-72.576666,Existing Oil 145,Oil,Existing,CT,41.554444,3810.651713,23233.55395,1324408.099,MO OPOI X5
133.6953449,6,Oil,-73.1075,Existing Oil 146,Oil,Existing,CT,41.2108,3920.83218,33630.82755,1878498.216,MO OPOI X5
133.6953449,6,Oil,-72.0825,Existing Oil 149,Oil,Existing,CT,41.362778,88.4,442,25285.51026,MO OPOI X5
133.6953449,1,Oil,-67.0033,Existing Oil 15,Oil,Existing,ME,44.9136,42,210,13318.61917,MO OPOI X5
133.6953449,6,Oil,-72.1022,Existing Oil 150,Oil,Existing,CT,41.4711,156,780,45068.61058,MO OPOI X5
133.6953449,6,Oil,-72.02,Existing Oil 151,Oil,Existing,CT,41.3367,87.7103312,438.551656,25103.06601,MO OPOI X5
133.6953449,6,Oil,-71.9825,Existing Oil 152,Oil,Existing,CT,41.6041,44.2,221,12642.75513,MO OPOI X5
133.6953449,6,Oil,-72.1175,Existing Oil 153,Oil,Existing,CT,41.5694,83.2,416,23909.90777,MO OPOI X5
133.6953449,6,Oil,-72.2322,Existing Oil 154,Oil,Existing,CT,41.5683,88.4,442,25285.51026,MO OPOI X5
133.6953449,6,Oil,-72.0411,Existing Oil 155,Oil,Existing,CT,41.3469,83.2,416,23909.90777,MO OPOI X5
133.6953449,6,Oil,-72.0833,Existing Oil 156,Oil,Existing,CT,41.5256,34,170,9725.196253,MO OPOI X5
133.6953449,6,Oil,-73.3928,Existing Oil 158,Oil,Existing,CT,41.1117,96,480,27588.35512,MO OPOI X5
133.6953449,1,Oil,-70.2544,Existing Oil 16,Oil,Existing,ME,43.6436,735,3675,233075.8355,MO OPOI X5
133.6953449,6,Oil,-72.768611,Existing Oil 172,Oil,Existing,CT,41.691389,17,85,4862.598127,MO OPOI X5
133.6953449,6,Oil,-72.756389,Existing Oil 179,Oil,Existing,CT,41.483611,49.3,246.5,14101.53457,MO OPOI X5
133.6953449,8,Oil,-71.3983,Existing Oil 18,Oil,Existing,SEMA,42.2672,132.3343952,661.6719758,38121.1166,MO OPOI X5
133.6953449,6,Oil,-72.093611,Existing Oil 181,Oil,Existing,CT,41.542778,159.82993,799.1496499,46081.77619,MO OPOI X5
133.6953449,8,Oil,-71.436065,Existing Oil 182,Oil,Existing,SEMA,42.297949,12,60,3320.641735,MO OPOI X5
133.6953449,8,Oil,-70.608273,Existing Oil 26,Oil,Existing,SEMA,41.425786,40.5,202.5,11305.83362,MO OPOI X5
133.6953449,8,Oil,-71.1931,Existing Oil 30,Oil,Existing,SEMA,41.7103,5063.194106,51982.63719,2798644.26,MO OPOI X5
133.6953449,8,Oil,-70.8697,Existing Oil 40,Oil,Existing,SEMA,42.6986,14.4,72,3984.770082,MO OPOI X5
133.6953449,2,Oil,-71.494398,Existing Oil 43,Oil,Existing,NH,44.595117,432,2160,138462.8536,MO OPOI X5
133.6953449,2,Oil,-71.2069,Existing Oil 48,Oil,Existing,NH,43.8478,443.7784051,2218.892026,142384.7681,MO OPOI X5
133.6953449,3,Oil,-72.4203,Existing Oil 50,Oil,Existing,VT,43.4011,316.8,1584,101539.4259,MO OPOI X5
133.6953449,3,Oil,-72.9923,Existing Oil 51,Oil,Existing,VT,43.603,316.8,1584,101539.4259,MO OPOI X5
133.6953449,3,Oil,-72.6027,Existing Oil 52,Oil,Existing,VT,44.251,961.4,4807,307428.7415,MO OPOI X5
133.6953449,3,Oil,-73.1703,Existing Oil 53,Oil,Existing,VT,44.4906,432,2160,138462.8536,MO OPOI X5
133.6953449,3,Oil,-73.1164,Existing Oil 54,Oil,Existing,VT,44.4821,192,960,61539.04602,MO OPOI X5
133.6953449,3,Oil,-72.055357,Existing Oil 55,Oil,Existing,VT,44.887379,67.2,336,21538.66611,MO OPOI X5
133.6953449,3,Oil,-73.2239,Existing Oil 56,Oil,Existing,VT,44.4814,596.8714544,2984.357272,191047.9163,MO OPOI X5
133.6953449,8,Oil,-70.620089,Existing Oil 57,Oil,Existing,SEMA,41.392486,32.4,162,8965.732685,MO OPOI X5
133.6953449,4,Oil,-71.7172,Existing Oil 60,Oil,Existing,WCMA,42.2747,294,1470,86242.91526,MO OPOI X5
133.6953449,8,Oil,-70.8583,Existing Oil 63,Oil,Existing,SEMA,42.5131,30.32961557,151.6480778,8418.035384,MO OPOI X5
133.6953449,3,Oil,-73.0631,Existing Oil 65,Oil,Existing,VT,43.7089,220.8,1104,70769.90293,MO OPOI X5
133.6953449,4,Oil,-72.5911,Existing Oil 66,Oil,Existing,WCMA,42.1483,170.1,850.5,49897.68669,MO OPOI X5
133.6953449,8,Oil,-70.962778,Existing Oil 82,Oil,Existing,SEMA,42.353333,104,520,31312.58573,MO OPOI X5
133.6953449,1,Oil,-69.2019,Existing Oil 90,Oil,Existing,ME,44.3331,42,210,13318.61917,MO OPOI X5
133.6953449,7,Oil,-71.458415,Existing Oil 93,Oil,Existing,RI,41.744973,190,950,54647.63237,MO OPOI X5
145.0566647,6,Oil,-72.064935,Existing Oil 14,Oil,Existing,CT,41.52679,171,855,52093.61868,MO OPOI X5
151.8447747,6,Oil,-73.5989,Existing Oil 2,Oil,Existing,CT,41.0289,1324.999999,6624.999996,429225.5019,MO OPOI X5
206.9482785,6,Oil,-73.116267,Existing Oil 6,Oil,Existing,CT,41.798943,196.2,981,85273.00152,MO OPOI X5
220.9678966,4,Oil,-72.5106,Existing Oil 58,Oil,Existing,WCMA,42.1978,8980.761756,44903.80878,4281998.619,MO OPOI X5
242.6216617,6,Oil,-72.041829,Existing Oil 5,Oil,Existing,CT,41.555425,166.5,832.5,84838.8044,MO OPOI X5
339.9972675,6,Oil,-73.120886,Existing Oil 10,Oil,Existing,CT,41.776109,122.7335152,613.667576,87560.2174,MO OPOI X5
440.3672816,8,Oil,-71.446441,Existing Oil 23,Oil,Existing,SEMA,42.140028,485.3629693,2426.814846,424609.1495,MO OPOI X5
535.74911,8,Oil,-71.031407,Existing Oil 73,Oil,Existing,SEMA,42.339387,16.3333324,81.666662,17314.48509,MO OPOI X5
